channelKey,displayName,groups,sourceFile,sourceRole,originalName,host,kind,durable,continuousUpdate,updateMode,signedExpireAt,youtubeVideoId,url
時移新時代西,（時移）新時代西,港澳頻道,sources/live-base.txt,durable-base-hls,（時移）新時代西,z3.ubtvfans.com,direct-hls,true,true,retest-existing-hls,,,https://z3.ubtvfans.com/live/rx3/1287/e4cb5f65549108452b651955a0cc56e5/index.m3u8
時移新時代西,（時移）新時代西,港澳頻道,sources/live-cleaned-backup.txt,durable-cleaned-backup-hls,（時移）新時代西,z3.ubtvfans.com,direct-hls,true,true,retest-existing-hls,,,https://z3.ubtvfans.com/live/rx3/1287/e4cb5f65549108452b651955a0cc56e5/index.m3u8
18台,18台,港澳頻道,sources/live-base.txt,durable-base-hls,18台,z3.ubtvfans.com,direct-hls,true,true,retest-existing-hls,,,https://z3.ubtvfans.com/live/rx6/2813/10adbff6b7c8c269e5cf076543d9243a/index.m3u8
18台,18台,港澳頻道,sources/live-cleaned-backup.txt,durable-cleaned-backup-hls,18台,z3.ubtvfans.com,direct-hls,true,true,retest-existing-hls,,,https://z3.ubtvfans.com/live/rx6/2813/10adbff6b7c8c269e5cf076543d9243a/index.m3u8
4seven,4seven hd,體育頻道,sources/live-base.txt,durable-base-hls,4seven hd,z3.ubtvfans.com,direct-hls,true,true,retest-existing-hls,,,https://z3.ubtvfans.com/live/rx3/3240/d298b3e4b1cbe7312309e0406505174b/index.m3u8
4seven,4seven hd,體育頻道,sources/live-cleaned-backup.txt,durable-cleaned-backup-hls,4seven hd,z3.ubtvfans.com,direct-hls,true,true,retest-existing-hls,,,https://z3.ubtvfans.com/live/rx3/3240/d298b3e4b1cbe7312309e0406505174b/index.m3u8
5star,5 star,英國頻道,sources/live-base.txt,durable-base-hls,5 star,z3.ubtvfans.com,direct-hls,true,true,retest-existing-hls,,,https://z3.ubtvfans.com/live/rx4/1400/9700bf9539809071f3e3ae1f589664b4/index.m3u8
5star,5 star,英國頻道,sources/live-cleaned-backup.txt,durable-cleaned-backup-hls,5 star,z3.ubtvfans.com,direct-hls,true,true,retest-existing-hls,,,https://z3.ubtvfans.com/live/rx4/1400/9700bf9539809071f3e3ae1f589664b4/index.m3u8
5starmax,5 Star Max,美國頻道,sources/live-base.txt,durable-base-hls,5 Star Max,z3.ubtvfans.com,direct-hls,true,true,retest-existing-hls,,,https://z3.ubtvfans.com/live/rx3/1174/7de90c5079acbf4236a61de804deb3dc/index.m3u8
5starmax,5 Star Max,美國頻道,sources/live-cleaned-backup.txt,durable-cleaned-backup-hls,5 Star Max,z3.ubtvfans.com,direct-hls,true,true,retest-existing-hls,,,https://z3.ubtvfans.com/live/rx3/1174/7de90c5079acbf4236a61de804deb3dc/index.m3u8
5usa,5usa,體育頻道,sources/live-base.txt,durable-base-hls,5usa,z3.ubtvfans.com,direct-hls,true,true,retest-existing-hls,,,https://z3.ubtvfans.com/live/rx3/3280/7ff2b0ace2a5e1ffd21f66764216b7fb/index.m3u8
5usa,5usa,體育頻道,sources/live-cleaned-backup.txt,durable-cleaned-backup-hls,5usa,z3.ubtvfans.com,direct-hls,true,true,retest-existing-hls,,,https://z3.ubtvfans.com/live/rx3/3280/7ff2b0ace2a5e1ffd21f66764216b7fb/index.m3u8
60daysin,60 Days In,紀實頻道,sources/live-base.txt,durable-base-hls,60 Days In,z3.ubtvfans.com,direct-hls,true,true,retest-existing-hls,,,https://z3.ubtvfans.com/live/rx1/2404/64b5f581064352f3fab222a6caa75801/index.m3u8
60daysin,60 Days In,紀實頻道,sources/live-cleaned-backup.txt,durable-cleaned-backup-hls,60 Days In,z3.ubtvfans.com,direct-hls,true,true,retest-existing-hls,,,https://z3.ubtvfans.com/live/rx1/2404/64b5f581064352f3fab222a6caa75801/index.m3u8
8world,8world,YouTube綜合娛樂,sources/youtube-live-channels.csv,durable-youtube-page,8world,www.youtube.com,youtube-page,true,true,resolve-with-yt-dlp,,RvSOIM620bA,https://www.youtube.com/watch?v=RvSOIM620bA
91沈先生,91沈先生,私密頻道_7708,sources/live-base.txt,durable-base-hls,91沈先生,z3.ubtvfans.com,direct-hls,true,true,retest-existing-hls,,,https://z3.ubtvfans.com/live/rx1/3185/1cc03bdef8e657335cf8087d59e04228/index.m3u8
91沈先生,91沈先生,私密頻道_7708,sources/live-cleaned-backup.txt,durable-cleaned-backup-hls,91沈先生,z3.ubtvfans.com,direct-hls,true,true,retest-existing-hls,,,https://z3.ubtvfans.com/live/rx1/3185/1cc03bdef8e657335cf8087d59e04228/index.m3u8
91短视频,91短视频,私密頻道_7708,sources/live-base.txt,durable-base-hls,91短视频,z3.ubtvfans.com,direct-hls,true,true,retest-existing-hls,,,https://z3.ubtvfans.com/live/rx4/3172/d072c9162a60525dab8cf99c8201ef8c/index.m3u8
91短视频,91短视频,私密頻道_7708,sources/live-cleaned-backup.txt,durable-cleaned-backup-hls,91短视频,z3.ubtvfans.com,direct-hls,true,true,retest-existing-hls,,,https://z3.ubtvfans.com/live/rx4/3172/d072c9162a60525dab8cf99c8201ef8c/index.m3u8
人間衛視,人間衛視,音樂宗教,sources/live-base.txt,durable-base-hls,人間衛視,z3.ubtvfans.com,direct-hls,true,true,retest-existing-hls,,,https://z3.ubtvfans.com/live/rx1/101/cd647060070bbf8452444f239d33ef20/index.m3u8
人間衛視,人間衛視,音樂宗教,sources/live-cleaned-backup.txt,durable-cleaned-backup-hls,人間衛視,z3.ubtvfans.com,direct-hls,true,true,retest-existing-hls,,,https://z3.ubtvfans.com/live/rx1/101/cd647060070bbf8452444f239d33ef20/index.m3u8
八大娱乐,八大娱乐,台灣頻道,sources/live-base.txt,durable-base-hls,八大娱乐,z3.ubtvfans.com,direct-hls,true,true,retest-existing-hls,,,https://z3.ubtvfans.com/live/rx3/105/c06e7c42f728061cb24da4136bd5cb56/index.m3u8
八大娱乐,八大娱乐,台灣頻道,sources/live-cleaned-backup.txt,durable-cleaned-backup-hls,八大娱乐,z3.ubtvfans.com,direct-hls,true,true,retest-existing-hls,,,https://z3.ubtvfans.com/live/rx3/105/c06e7c42f728061cb24da4136bd5cb56/index.m3u8
八大第一,八大第一,台灣頻道,sources/live-base.txt,durable-base-hls,八大第一,z3.ubtvfans.com,direct-hls,true,true,retest-existing-hls,,,https://z3.ubtvfans.com/live/rx3/318/d3d81cb63f9a6add6c7b089c0b1a1869/index.m3u8
八大第一,八大第一,台灣頻道,sources/live-cleaned-backup.txt,durable-cleaned-backup-hls,八大第一,z3.ubtvfans.com,direct-hls,true,true,retest-existing-hls,,,https://z3.ubtvfans.com/live/rx3/318/d3d81cb63f9a6add6c7b089c0b1a1869/index.m3u8
八大精彩,八大精彩,台灣頻道,sources/live-base.txt,durable-base-hls,八大精彩,z3.ubtvfans.com,direct-hls,true,true,retest-existing-hls,,,https://z3.ubtvfans.com/live/rx2/1024/9c5eb6efea98b18aa7a0e60cae1af719/index.m3u8
八大精彩,八大精彩,台灣頻道,sources/live-cleaned-backup.txt,durable-cleaned-backup-hls,八大精彩,z3.ubtvfans.com,direct-hls,true,true,retest-existing-hls,,,https://z3.ubtvfans.com/live/rx2/1024/9c5eb6efea98b18aa7a0e60cae1af719/index.m3u8
八大綜合,八大綜合,台灣頻道,sources/live-base.txt,durable-base-hls,八大綜合,z3.ubtvfans.com,direct-hls,true,true,retest-existing-hls,,,https://z3.ubtvfans.com/live/rx3/3258/5b03fd9763b6df0253ae76a86cda3b2e/index.m3u8
八大綜合,八大綜合,台灣頻道,sources/live-base.txt,durable-base-hls,八大綜合,z3.ubtvfans.com,direct-hls,true,true,retest-existing-hls,,,https://z3.ubtvfans.com/live/rx3/2286/1024e5d806fb08a4d6bc3f167da6ac20/index.m3u8
八大綜合,八大綜合,台灣頻道,sources/live-cleaned-backup.txt,durable-cleaned-backup-hls,八大綜合,z3.ubtvfans.com,direct-hls,true,true,retest-existing-hls,,,https://z3.ubtvfans.com/live/rx3/3258/5b03fd9763b6df0253ae76a86cda3b2e/index.m3u8
八大綜合,八大綜合,台灣頻道,sources/live-cleaned-backup.txt,durable-cleaned-backup-hls,八大綜合,z3.ubtvfans.com,direct-hls,true,true,retest-existing-hls,,,https://z3.ubtvfans.com/live/rx3/2286/1024e5d806fb08a4d6bc3f167da6ac20/index.m3u8
八大戲劇,八大戲劇,Verified Fastest | 台灣頻道,sources/live-base.txt,durable-base-hls,八大戲劇,z3.ubtvfans.com,direct-hls,true,true,retest-existing-hls,,,https://z3.ubtvfans.com/live/rx3/81/c259ad66779795d2f66ebe688e1035e7/index.m3u8
八大戲劇,八大戲劇,Verified Fastest | 台灣頻道,sources/live-base.txt,durable-base-hls,八大戲劇,z3.ubtvfans.com,direct-hls,true,true,retest-existing-hls,,,https://z3.ubtvfans.com/live/rx3/81/c259ad66779795d2f66ebe688e1035e7/index.m3u8
八大戲劇,八大戲劇,Verified Fastest | 台灣頻道,sources/live-cleaned-backup.txt,durable-cleaned-backup-hls,八大戲劇,z3.ubtvfans.com,direct-hls,true,true,retest-existing-hls,,,https://z3.ubtvfans.com/live/rx3/81/c259ad66779795d2f66ebe688e1035e7/index.m3u8
三立国際,三立国際,台灣頻道,sources/live-base.txt,durable-base-hls,三立国際,z3.ubtvfans.com,direct-hls,true,true,retest-existing-hls,,,https://z3.ubtvfans.com/live/rx1/2285/ec005f2a19f1c7aced6f9a050c2754cc/index.m3u8
三立国際,三立国際,台灣頻道,sources/live-cleaned-backup.txt,durable-cleaned-backup-hls,三立国際,z3.ubtvfans.com,direct-hls,true,true,retest-existing-hls,,,https://z3.ubtvfans.com/live/rx1/2285/ec005f2a19f1c7aced6f9a050c2754cc/index.m3u8
三立都會,三立都會,台灣頻道,sources/live-base.txt,durable-base-hls,三立都會,z3.ubtvfans.com,direct-hls,true,true,retest-existing-hls,,,https://z3.ubtvfans.com/live/rx2/1001/91efc3a2790d32a008a04a5e1aafeb97/index.m3u8
三立都會,三立都會,台灣頻道,sources/live-base.txt,durable-base-hls,三立都會,z3.ubtvfans.com,direct-hls,true,true,retest-existing-hls,,,https://z3.ubtvfans.com/live/rx3/2435/84241635c0a01708ace6ccab45cad8e2/index.m3u8
三立都會,三立都會,台灣頻道,sources/live-cleaned-backup.txt,durable-cleaned-backup-hls,三立都會,z3.ubtvfans.com,direct-hls,true,true,retest-existing-hls,,,https://z3.ubtvfans.com/live/rx2/1001/91efc3a2790d32a008a04a5e1aafeb97/index.m3u8
三立都會,三立都會,台灣頻道,sources/live-cleaned-backup.txt,durable-cleaned-backup-hls,三立都會,z3.ubtvfans.com,direct-hls,true,true,retest-existing-hls,,,https://z3.ubtvfans.com/live/rx3/2435/84241635c0a01708ace6ccab45cad8e2/index.m3u8
三立新聞台,三立新聞台,YouTube新聞台,sources/youtube-live-channels.csv,durable-youtube-page,三立新聞台,www.youtube.com,youtube-page,true,true,resolve-with-yt-dlp,,QsGswQvRmtU,https://www.youtube.com/watch?v=QsGswQvRmtU
三立綜合,三立綜合,台灣頻道,sources/live-base.txt,durable-base-hls,三立綜合,z3.ubtvfans.com,direct-hls,true,true,retest-existing-hls,,,https://z3.ubtvfans.com/live/rx3/2815/7275b2a2c08a712776212711d6f38f55/index.m3u8
三立綜合,三立綜合,台灣頻道,sources/live-cleaned-backup.txt,durable-cleaned-backup-hls,三立綜合,z3.ubtvfans.com,direct-hls,true,true,retest-existing-hls,,,https://z3.ubtvfans.com/live/rx3/2815/7275b2a2c08a712776212711d6f38f55/index.m3u8
三立臺灣,三立臺灣,台灣頻道,sources/live-base.txt,durable-base-hls,三立臺灣,z3.ubtvfans.com,direct-hls,true,true,retest-existing-hls,,,https://z3.ubtvfans.com/live/rx3/35/c3c208d4876ec42473c4b41060b72571/index.m3u8
三立臺灣,三立臺灣,台灣頻道,sources/live-base.txt,durable-base-hls,三立臺灣,z3.ubtvfans.com,direct-hls,true,true,retest-existing-hls,,,https://z3.ubtvfans.com/live/rx2/21/6eb0df1972f8793fe5bfd4aba031c1d2/index.m3u8
三立臺灣,三立臺灣,台灣頻道,sources/live-cleaned-backup.txt,durable-cleaned-backup-hls,三立臺灣,z3.ubtvfans.com,direct-hls,true,true,retest-existing-hls,,,https://z3.ubtvfans.com/live/rx2/21/6eb0df1972f8793fe5bfd4aba031c1d2/index.m3u8
三立臺灣,三立臺灣,台灣頻道,sources/live-cleaned-backup.txt,durable-cleaned-backup-hls,三立臺灣,z3.ubtvfans.com,direct-hls,true,true,retest-existing-hls,,,https://z3.ubtvfans.com/live/rx3/35/c3c208d4876ec42473c4b41060b72571/index.m3u8
三立戲劇,三立戲劇,台灣頻道,sources/live-base.txt,durable-base-hls,三立戲劇,z3.ubtvfans.com,direct-hls,true,true,retest-existing-hls,,,https://z3.ubtvfans.com/live/rx2/64/9c6a096456a1f5e5800da7acda61b39f/index.m3u8
三立戲劇,三立戲劇,台灣頻道,sources/live-base.txt,durable-base-hls,三立戲劇,z3.ubtvfans.com,direct-hls,true,true,retest-existing-hls,,,https://z3.ubtvfans.com/live/rx3/2819/c5ba8ef7f3de5ffec149bc5971631217/index.m3u8
三立戲劇,三立戲劇,台灣頻道,sources/live-cleaned-backup.txt,durable-cleaned-backup-hls,三立戲劇,z3.ubtvfans.com,direct-hls,true,true,retest-existing-hls,,,https://z3.ubtvfans.com/live/rx2/64/9c6a096456a1f5e5800da7acda61b39f/index.m3u8
三立戲劇,三立戲劇,台灣頻道,sources/live-cleaned-backup.txt,durable-cleaned-backup-hls,三立戲劇,z3.ubtvfans.com,direct-hls,true,true,retest-existing-hls,,,https://z3.ubtvfans.com/live/rx3/2819/c5ba8ef7f3de5ffec149bc5971631217/index.m3u8
三立inews,三立iNEWS,台灣頻道 | YouTube新聞台,sources/live-base.txt,durable-base-hls,三立iNEWS,z3.ubtvfans.com,direct-hls,true,true,retest-existing-hls,,,https://z3.ubtvfans.com/live/rx2/6/366639847e3dcd21d4e1e6bef5ebcb15/index.m3u8
三立inews,三立iNEWS,台灣頻道 | YouTube新聞台,sources/live-cleaned-backup.txt,durable-cleaned-backup-hls,三立iNEWS,z3.ubtvfans.com,direct-hls,true,true,retest-existing-hls,,,https://z3.ubtvfans.com/live/rx2/6/366639847e3dcd21d4e1e6bef5ebcb15/index.m3u8
三立inews,三立iNEWS,台灣頻道 | YouTube新聞台,sources/youtube-live-channels.csv,durable-youtube-page,三立iNEWS,www.youtube.com,youtube-page,true,true,resolve-with-yt-dlp,,pF507BLtbqU,https://www.youtube.com/watch?v=pF507BLtbqU
三立inews,三立iNEWS,台灣頻道 | YouTube新聞台,sources/live-youtube-stable.txt,generated-youtube-hls,001 三立iNEWS,manifest.googlevideo.com,youtube-generated-hls,false,false,generated-short-lived,2026-06-22T21:47:37.000Z,pF507BLtbqU,"https://manifest.googlevideo.com/api/manifest/hls_playlist/expire/1782164857/ei/GVk5auq0K8GK1d8PyJmbiAQ/ip/114.42.199.53/id/pF507BLtbqU.8/itag/94/source/yt_live_broadcast/requiressl/yes/ratebypass/yes/live/1/sgoap/gir%3Dyes%3Bitag%3D140/sgovp/gir%3Dyes%3Bitag%3D135/rqh/1/hls_chunk_host/rr1---sn-ipoxu-umbee.googlevideo.com/xpc/EgVo2aDSNQ%3D%3D/bui/ARmQxEW3JPMxT1PGxT5xnDyfbXWmrGlSNYkmOdKyive7xWDtjw0Fg54fPAq08DUpu8XMkdVi83sNfq_3/spc/SQ-umoj1_lk8yVtRWQK4rivXJb2wu6heirgNdsiQRhf4Q8YCBw/vprv/1/reg/0/playlist_type/DVR/initcwndbps/2605000/met/1782143257,/mh/6w/mm/44/mn/sn-ipoxu-umbee/ms/lva/mv/m/mvi/1/pl/24/rms/lva,lva/dover/11/pacing/0/keepalive/yes/fexp/51565116,51565681,51987687/mt/1782142835/sparams/expire,ei,ip,id,itag,source,requiressl,ratebypass,live,sgoap,sgovp,rqh,xpc,bui,spc,vprv,reg,playlist_type/sig/AHEqNM4wRgIhAKJ2yuZf2j9t0w_p5s2tD_aII-Df6UZzxKsRa3xABDUAAiEA52OH16upxY64ir-3__XnOX-9ECp36ZGWzS4QrrMncts%3D/lsparams/hls_chunk_host,initcwndbps,met,mh,mm,mn,ms,mv,mvi,pl,rms/lsig/APaTxxMwRQIgKVWp2b7csUnhavlvzwiqVLbp2bCC7feFN8YJPbPpDMUCIQCqziFIwrRRBfGXDYKMzZ4JwaNof0AkoXIX699wpW5QIg%3D%3D/playlist/index.m3u8"
上原亜衣,上原亜衣,私密頻道_7708,sources/live-base.txt,durable-base-hls,上原亜衣,z3.ubtvfans.com,direct-hls,true,true,retest-existing-hls,,,https://z3.ubtvfans.com/live/rx4/3162/0f8a2fd886d0700759cd201f528085cb/index.m3u8
上原亜衣,上原亜衣,私密頻道_7708,sources/live-cleaned-backup.txt,durable-cleaned-backup-hls,上原亜衣,z3.ubtvfans.com,direct-hls,true,true,retest-existing-hls,,,https://z3.ubtvfans.com/live/rx4/3162/0f8a2fd886d0700759cd201f528085cb/index.m3u8
大立電視,大立電視,台灣頻道,sources/live-base.txt,durable-base-hls,大立電視,z3.ubtvfans.com,direct-hls,true,true,retest-existing-hls,,,https://z3.ubtvfans.com/live/rx3/1593//index.m3u8
大立電視,大立電視,台灣頻道,sources/live-cleaned-backup.txt,durable-cleaned-backup-hls,大立電視,z3.ubtvfans.com,direct-hls,true,true,retest-existing-hls,,,https://z3.ubtvfans.com/live/rx3/1593//index.m3u8
大阪tv,大阪TV,にっぽん,sources/live-base.txt,durable-base-hls,大阪TV,z3.ubtvfans.com,direct-hls,true,true,retest-existing-hls,,,https://z3.ubtvfans.com/live/rx3/126/72198f9a06ab5f883348eb2e5144bba0/index.m3u8
大阪tv,大阪TV,にっぽん,sources/live-cleaned-backup.txt,durable-cleaned-backup-hls,大阪TV,z3.ubtvfans.com,direct-hls,true,true,retest-existing-hls,,,https://z3.ubtvfans.com/live/rx3/126/72198f9a06ab5f883348eb2e5144bba0/index.m3u8
大陸尋奇,大陸尋奇,紀實頻道 | YouTube綜合娛樂,sources/live-base.txt,durable-base-hls,大陸尋奇,z3.ubtvfans.com,direct-hls,true,true,retest-existing-hls,,,https://z3.ubtvfans.com/live/rx1/102/2018d75daeec5985730a6197d5e7bc74/index.m3u8
大陸尋奇,大陸尋奇,紀實頻道 | YouTube綜合娛樂,sources/live-cleaned-backup.txt,durable-cleaned-backup-hls,大陸尋奇,z3.ubtvfans.com,direct-hls,true,true,retest-existing-hls,,,https://z3.ubtvfans.com/live/rx1/102/2018d75daeec5985730a6197d5e7bc74/index.m3u8
大陸尋奇,大陸尋奇,紀實頻道 | YouTube綜合娛樂,sources/youtube-live-channels.csv,durable-youtube-page,大陸尋奇,www.youtube.com,youtube-page,true,true,resolve-with-yt-dlp,,Kc5OXLZ9NEw,https://www.youtube.com/watch?v=Kc5OXLZ9NEw
大愛一臺,大愛一臺,台灣頻道 | YouTube文化紀實,sources/live-base.txt,durable-base-hls,大愛一臺,z3.ubtvfans.com,direct-hls,true,true,retest-existing-hls,,,https://z3.ubtvfans.com/live/rx1/11/ed04439f1a75fde9dc72908b6d926016/index.m3u8
大愛一臺,大愛一臺,台灣頻道 | YouTube文化紀實,sources/live-cleaned-backup.txt,durable-cleaned-backup-hls,大愛一臺,z3.ubtvfans.com,direct-hls,true,true,retest-existing-hls,,,https://z3.ubtvfans.com/live/rx1/11/ed04439f1a75fde9dc72908b6d926016/index.m3u8
大愛一臺,大愛一臺,台灣頻道 | YouTube文化紀實,sources/youtube-live-channels.csv,durable-youtube-page,大愛一臺HD,www.youtube.com,youtube-page,true,true,resolve-with-yt-dlp,,pM-1ytfQhos,https://www.youtube.com/watch?v=pM-1ytfQhos
大愛二臺,大愛二臺HD,YouTube文化紀實,sources/youtube-live-channels.csv,durable-youtube-page,大愛二臺HD,www.youtube.com,youtube-page,true,true,resolve-with-yt-dlp,,QDxRJP-wfeI,https://www.youtube.com/watch?v=QDxRJP-wfeI
小宝寻花,小宝寻花,私密頻道_7708,sources/live-base.txt,durable-base-hls,小宝寻花,z3.ubtvfans.com,direct-hls,true,true,retest-existing-hls,,,https://z3.ubtvfans.com/live/rx1/3181/307b14451a7968446223d0ccbffa22b8/index.m3u8
小宝寻花,小宝寻花,私密頻道_7708,sources/live-cleaned-backup.txt,durable-cleaned-backup-hls,小宝寻花,z3.ubtvfans.com,direct-hls,true,true,retest-existing-hls,,,https://z3.ubtvfans.com/live/rx1/3181/307b14451a7968446223d0ccbffa22b8/index.m3u8
小猪佩奇,小猪佩奇,YouTube兒童動畫,sources/youtube-live-channels.csv,durable-youtube-page,小猪佩奇,www.youtube.com,youtube-page,true,true,resolve-with-yt-dlp,,MxK0SaEVQFs,https://www.youtube.com/watch?v=MxK0SaEVQFs
山东卫视,山东卫视,大陸頻道,sources/live-base.txt,durable-base-hls,山东卫视,z3.ubtvfans.com,direct-hls,true,true,retest-existing-hls,,,https://z3.ubtvfans.com/live/rx2/234/873868d12ebdf4d1d95302552d5b2706/index.m3u8
山东卫视,山东卫视,大陸頻道,sources/live-cleaned-backup.txt,durable-cleaned-backup-hls,山东卫视,z3.ubtvfans.com,direct-hls,true,true,retest-existing-hls,,,https://z3.ubtvfans.com/live/rx2/234/873868d12ebdf4d1d95302552d5b2706/index.m3u8
广州电视,广州电视,大陸頻道,sources/live-base.txt,durable-base-hls,广州电视,z3.ubtvfans.com,direct-hls,true,true,retest-existing-hls,,,https://z3.ubtvfans.com/live/rx3/231/f33eba8368bc32b7dfb6694cd0839f31/index.m3u8
广州电视,广州电视,大陸頻道,sources/live-cleaned-backup.txt,durable-cleaned-backup-hls,广州电视,z3.ubtvfans.com,direct-hls,true,true,retest-existing-hls,,,https://z3.ubtvfans.com/live/rx3/231/f33eba8368bc32b7dfb6694cd0839f31/index.m3u8
中天2台,中天2台,YouTube綜合娛樂,sources/youtube-live-channels.csv,durable-youtube-page,中天2台,www.youtube.com,youtube-page,true,true,resolve-with-yt-dlp,,6LNCDdQpv-w,https://www.youtube.com/watch?v=6LNCDdQpv-w
中天亞洲,中天亞洲,台灣頻道,sources/live-base.txt,durable-base-hls,中天亞洲,z3.ubtvfans.com,direct-hls,true,true,retest-existing-hls,,,https://z3.ubtvfans.com/live/rx3/322/f68805f95dbd8172c287c1ac845e0a71/index.m3u8
中天亞洲,中天亞洲,台灣頻道,sources/live-cleaned-backup.txt,durable-cleaned-backup-hls,中天亞洲,z3.ubtvfans.com,direct-hls,true,true,retest-existing-hls,,,https://z3.ubtvfans.com/live/rx3/322/f68805f95dbd8172c287c1ac845e0a71/index.m3u8
中天亞洲台,中天亞洲台,YouTube綜合娛樂,sources/youtube-live-channels.csv,durable-youtube-page,中天亞洲台,www.youtube.com,youtube-page,true,true,resolve-with-yt-dlp,,fdHutVy5SUM,https://www.youtube.com/watch?v=fdHutVy5SUM
中天娛樂,中天娛樂,台灣頻道,sources/live-base.txt,durable-base-hls,中天娛樂,z3.ubtvfans.com,direct-hls,true,true,retest-existing-hls,,,https://z3.ubtvfans.com/live/rx3/324/59af1029d7599db3a181f43e43f7fa50/index.m3u8
中天娛樂,中天娛樂,台灣頻道,sources/live-cleaned-backup.txt,durable-cleaned-backup-hls,中天娛樂,z3.ubtvfans.com,direct-hls,true,true,retest-existing-hls,,,https://z3.ubtvfans.com/live/rx3/324/59af1029d7599db3a181f43e43f7fa50/index.m3u8
中天新聞,中天新聞,新聞頻道,sources/live-base.txt,durable-base-hls,中天新聞,z3.ubtvfans.com,direct-hls,true,true,retest-existing-hls,,,https://z3.ubtvfans.com/live/rx6/3493/1e405e47a549f089c44642bbc5e5d18b/index.m3u8
中天新聞,中天新聞,新聞頻道,sources/live-base.txt,durable-base-hls,中天新聞,z3.ubtvfans.com,direct-hls,true,true,retest-existing-hls,,,https://z3.ubtvfans.com/live/rx1/2394/e14e13fe1fcfa345653c1fbce781b705/index.m3u8
中天新聞,中天新聞,新聞頻道,sources/live-cleaned-backup.txt,durable-cleaned-backup-hls,中天新聞,z3.ubtvfans.com,direct-hls,true,true,retest-existing-hls,,,https://z3.ubtvfans.com/live/rx1/2394/e14e13fe1fcfa345653c1fbce781b705/index.m3u8
中天新聞,中天新聞,新聞頻道,sources/live-cleaned-backup.txt,durable-cleaned-backup-hls,中天新聞,z3.ubtvfans.com,direct-hls,true,true,retest-existing-hls,,,https://z3.ubtvfans.com/live/rx6/3493/1e405e47a549f089c44642bbc5e5d18b/index.m3u8
中天新聞2,中天新聞-2,新聞頻道,sources/live-base.txt,durable-base-hls,中天新聞-2,z3.ubtvfans.com,direct-hls,true,true,retest-existing-hls,,,https://z3.ubtvfans.com/live/rx1/1294/2126fcca73ba2bd72d513c4252ca35bf/index.m3u8
中天新聞2,中天新聞-2,新聞頻道,sources/live-cleaned-backup.txt,durable-cleaned-backup-hls,中天新聞-2,z3.ubtvfans.com,direct-hls,true,true,retest-existing-hls,,,https://z3.ubtvfans.com/live/rx1/1294/2126fcca73ba2bd72d513c4252ca35bf/index.m3u8
中天電視,中天電視,YouTube新聞台,sources/youtube-live-channels.csv,durable-youtube-page,中天電視,www.youtube.com,youtube-page,true,true,resolve-with-yt-dlp,,vr3XyVCR4T0,https://www.youtube.com/watch?v=vr3XyVCR4T0
中天電視,中天電視,YouTube新聞台,sources/live-youtube-stable.txt,generated-youtube-hls,010 中天電視,manifest.googlevideo.com,youtube-generated-hls,false,false,generated-short-lived,2026-06-22T21:47:59.000Z,vr3XyVCR4T0,"https://manifest.googlevideo.com/api/manifest/hls_playlist/expire/1782164879/ei/L1k5aoqaL574pt8Pl-GiiQ4/ip/114.42.199.53/id/vr3XyVCR4T0.4/itag/94/source/yt_live_broadcast/requiressl/yes/ratebypass/yes/live/1/sgoap/gir%3Dyes%3Bitag%3D140/sgovp/gir%3Dyes%3Bitag%3D135/rqh/1/hls_chunk_host/rr2---sn-ipoxu-umbee.googlevideo.com/xpc/EgVo2aDSNQ%3D%3D/playlist_duration/30/manifest_duration/30/bui/ARmQxEUgrizs-8XF1rcfnIChp3dnC8_tqW8juRXK4hb69p2eXnlPDeTBduCxuhcjjPW5WWJQ1voSvYnR/spc/SQ-umj9Wp8vsTk1uoGfZUv7jNazUTIPP31dIg9J8sMbvb2Yepw/vprv/1/reg/0/playlist_type/DVR/initcwndbps/2605000/met/1782143279,/mh/40/mm/44/mn/sn-ipoxu-umbee/ms/lva/mv/m/mvi/2/pl/24/rms/lva,lva/dover/11/pacing/0/keepalive/yes/fexp/51565116,51565682,51987687/mt/1782142835/sparams/expire,ei,ip,id,itag,source,requiressl,ratebypass,live,sgoap,sgovp,rqh,xpc,playlist_duration,manifest_duration,bui,spc,vprv,reg,playlist_type/sig/AHEqNM4wRgIhAO8Bqs85Pe3JpO1KLvi4f0OoO8v77DFSK5C8YYmUTRBqAiEAiimzrNfPoL462QSC_Fq7GiSbs4ttcIkWYolaARl6gGA%3D/lsparams/hls_chunk_host,initcwndbps,met,mh,mm,mn,ms,mv,mvi,pl,rms/lsig/APaTxxMwRQIgfXmu-fQ5WNjVtS9J37fsC07QXy-5fGOhxCDO-rPZbP4CIQCbXpcuEyMnrSAEjmISUEZQxw88PWIUA7NbGe5ihdk45g%3D%3D/playlist/index.m3u8"
中天綜合,中天綜合,台灣頻道,sources/live-base.txt,durable-base-hls,中天綜合,z3.ubtvfans.com,direct-hls,true,true,retest-existing-hls,,,https://z3.ubtvfans.com/live/rx6/3072/ad13fa6dab35b2daafb857224831c4b5/index.m3u8
中天綜合,中天綜合,台灣頻道,sources/live-base.txt,durable-base-hls,中天綜合,z3.ubtvfans.com,direct-hls,true,true,retest-existing-hls,,,https://z3.ubtvfans.com/live/rx5/54/7f382cf25fb0ad48f4e68cb45ac1f6cd/index.m3u8
